Postcode,City,Section,Buyertype,#N/A
3600,Genk,J,Volwassene,
3650,Dilsen-Stokkem,J,Volwassene,
3500,Hasselt,CL3,Volwassene,
3660,Oudsbergen,II,Volwassene,
3660,Oudsbergen,JJ,Volwassene,
3600,Genk,MM,Volwassene,
3530,Helchteren,M,Volwassene,
3530,Helchteren,M,Volwassene,
3550,ZOLDER,M,Volwassene,
3550,ZOLDER,M,Volwassene,
3550,ZOLDER,M,Volwassene,
3550,ZOLDER,M,Volwassene,
3740,BILZEN,K,Volwassene,
3740,BILZEN,K,Volwassene,
3530,HOUTHALEN,H,Volwassene,
3660,Oudsbergen,DD,Volwassene,
3630,Maasmechelen,KK,Volwassene,
3590,Diepenbeek,RR,Volwassene,
3690,ZUTENDAAL,K,Volwassene,
3600,GENK,JJ,Volwassene,
3500,HASSELT,MM,Volwassene,
3668,As,MM,Volwassene,
3900,OVERPELT,D,Volwassene,
3950,BOCHOLT,BAOW,Minder validen,
3630,MECHELEN-AAN-DE-MAAS,KK,Volwassene,
3950,Bocholt,S,Volwassene,
3511,KURINGEN,M,Volwassene,
3600,GENK,KK,Volwassene,
3950,KAULILLE,MM,Volwassene,
3660,Oudsbergen,QQ,Volwassene,
3722,WINTERSHOVEN,L,Volwassene,
3722,WINTERSHOVEN,L,Volwassene,
3650,LANKLAAR,NN,Volwassene,
3740,BILZEN,I,Volwassene,
3650,Lanklaar,QQ,Volwassene,
3500,HASSELT,BB,Volwassene,
3550,Heusden-Zolder,BB,Volwassene,
3600,GENK,K,Volwassene,
3600,GENK,K,Volwassene,
2100,DEURNE,T,Volwassene,
3724,VLIERMAAL,HH,Volwassene,
3530,Houthalen,CL3,Volwassene,
3660,Oudsbergen,NN,Volwassene,
3530,HOUTHALEN,KK,Volwassene,
3740,Bilzen,RR,Volwassene,
3740,Bilzen,RR,Jongeren -18,
3400,LANDEN,K,Volwassene,
3400,LANDEN,K,Volwassene,
3400,LANDEN,K,Volwassene,
2400,MOL,M,Volwassene,
3600,Genk,J,Volwassene,
3545,HALEN,O,Minder validen,
3670,Oudsbergen,GG,Volwassene,
3960,OPITTER,LL,Volwassene,
3960,OPITTER,LL,Volwassene,
3680,OPOETEREN,OO,Volwassene,
3660,Oudsbergen,MM,Volwassene,
3500,Hasselt,LL,Volwassene,
3600,GENK,R,Volwassene,
3450,GEETBETS,KK,Volwassene,
3600,GENK,LL,Volwassene,
3600,Genk,R,Volwassene,
3590,DIEPENBEEK,GG,Volwassene,
2490,BALEN,R,Volwassene,
3600,GENK,II,Volwassene,
3590,DIEPENBEEK,II,Volwassene,
3724,Vliermaal,RR,Volwassene,
3530,Houthalen,OO,Volwassene,
3621,Rekem,LL,Volwassene,
3630,Mechelen-aan-de-maas,LL,Minder validen,
3550,Zolder,GG,Volwassene,
3582,Koersel,HH,Volwassene,
3550,Heusden-Zolder,HH,Volwassene,
3590,DIEPENBEEK,SS,Volwassene,
3971,HEPPEN,CC,Volwassene,
3600,GENK,CL1,Scheids. +18,
3590,DIEPENBEEK,KK,Volwassene,
3631,BOORSEM,II,Volwassene,
2600,BERCHEM,CC,Volwassene,
3590,DIEPENBEEK,MM,Volwassene,
3970,LEOPOLDSBURG,J,Volwassene,
3500,SINT-LAMBRECHTS-HERK,GG,Volwassene,
3500,Sint-Lambrechts-Herk,GG,Volwassene,
3600,GENK,LL,Volwassene,
3600,GENK,LL,Volwassene,
3720,Kortessem,LL,Volwassene,
3511,KURINGEN,SS,Volwassene,
3660,Oudsbergen,I,Volwassene,
3665,As,K,Scheids. +18,
3631,Boorsem,K,Volwassene,
3600,Genk,II,Minder validen,
3550,Heusden,LL,Volwassene,
3600,GENK,L,Volwassene,
3670,Oudsbergen,KK,Volwassene,
3590,Diepenbeek,LL,Volwassene,
3560,Lummen,UU,Volwassene,
3740,MUNSTERBILZEN,LL,Volwassene,
3600,GENK,LL,Volwassene,
3590,Diepenbeek,JJ,Volwassene,
3500,Hasselt,LL,Minder validen,
3600,GENK,KK,Volwassene,
3600,GENK,PP,Volwassene,
3520,ZONHOVEN,K,Volwassene,
3600,GENK,LL,Volwassene,
3630,Maasmechelen,K,Volwassene,
3690,ZUTENDAAL,K,Volwassene,
3650,DILSEN-STOKKEM,LL,Volwassene,
3910,PELT,K,Volwassene,
3910,Pelt,K,Volwassene,
3910,NEERPELT,K,Volwassene,
3910,SINT-HUIBRECHTS-LILLE,K,Volwassene,
3910,SINT-HUIBRECHTS-LILLE,R,Volwassene,
3910,SINT-HUIBRECHTS-LILLE,K,Volwassene,
3910,SINT-HUIBRECHTS-LILLE,K,Jongeren -18,
3600,Genk,LL,Volwassene,
3910,NEERPELT,K,Volwassene,
3910,SINT-HUIBRECHTS-LILLE,R,Volwassene,
3910,Neerpelt,K,Volwassene,
3910,NEERPELT,K,Volwassene,
3740,Munsterbilzen,J,Volwassene,
3910,Neerpelt,K,Volwassene,
3910,NEERPELT,K,Volwassene,
3971,Heppen,K,Volwassene,
3590,DIEPENBEEK,GG,Volwassene,
3590,DIEPENBEEK,GG,Volwassene,
3590,DIEPENBEEK,GG,Volwassene,
3590,DIEPENBEEK,GG,Volwassene,
3690,ZUTENDAAL,LL,Volwassene,
3600,GENK,CL1,Volwassene,
3655,As,CL1,Volwassene,
3655,As,CL1,Volwassene,
3960,BREE,DD,Volwassene,
2550,KONTICH,LL,Volwassene,
2550,KONTICH,LL,Volwassene,
3620,GELLIK,MM,Volwassene,
3600,GENK,OO,Volwassene,
3668,NIEL-BIJ-AS,H,Minder validen,
3590,Diepenbeek,R,Volwassene,
3600,GENK,KK,Volwassene,
3650,DILSEN-STOKKEM,G,Volwassene,
3960,Bree,KK,Volwassene,
3600,GENK,KK,Volwassene,
3680,NEEROETEREN,KK,Volwassene,
3680,NEEROETEREN,KK,Volwassene,
3680,NEEROETEREN,KK,Volwassene,
3680,NEEROETEREN,KK,Volwassene,
3520,Zonhoven,RR,Volwassene,
3600,GENK,O,Volwassene,
3600,GENK,FF,Volwassene,
3600,Genk,GG,Volwassene,
3690,ZUTENDAAL,LL,Volwassene,
3600,GENK,LL,Volwassene,
3582,KOERSEL,LL,Volwassene,
3940,Hechtel,KK,Volwassene,
3740,Munsterbilzen,L,Volwassene,
3950,BOCHOLT,U,Volwassene,
3600,GENK,FF,Volwassene,
3600,GENK,FF,Volwassene,
3660,Oudsbergen,LL,Volwassene,
3580,BERINGEN,RR,Volwassene,
3740,Bilzen,Q1,Volwassene,
3950,Reppel,H,Volwassene,
3900,Pelt,E,Volwassene,
3680,OPOETEREN,G,Volwassene,
3600,GENK,E,Volwassene,
3600,GENK,G,Volwassene,
3500,HASSELT,G,Volwassene,
3560,LUMMEN,K,Volwassene,
3590,DIEPENBEEK,KK,Volwassene,
3600,GENK,Z4,Volwassene,
3600,GENK,L,Volwassene,
3600,GENK,EE,Volwassene,
3600,GENK,EE,Volwassene,
3660,Oudsbergen,HH,NA Volw.,
2430,Laakdal,H,Volwassene,
3950,Kaulille,K,Volwassene,
3511,KURINGEN,MM,Scheids. +18,
3511,KURINGEN,MM,Scheids. +18,
3660,Oudsbergen,FF,Volwassene,
3730,HOESELT,CL1,Volwassene,
3680,NEEROETEREN,KK,Volwassene,
3680,NEEROETEREN,KK,Volwassene,
3631,UIKHOVEN,D,Volwassene,
3520,ZONHOVEN,NN,Volwassene,
3740,EIGENBILZEN,LL,Volwassene,
3740,Eigenbilzen,LL,Volwassene,
3590,diepenbeek,RR,Volwassene,
3630,Mechelen-aan-de-maas,M,Volwassene,
3630,Mechelen-aan-de-maas,K,Volwassene,
3630,Maasmechelen,M,Volwassene,
3680,MAASEIK,R,Volwassene,
3660,Oudsbergen,R,Volwassene,
3582,KOERSEL,K,Volwassene,
3582,KOERSEL,K,Volwassene,
3550,HEUSDEN,K,Volwassene,
3690,Zutendaal,RR,Volwassene,
3600,Genk,MM,Volwassene,
1820,STEENOKKERZEEL,MM,Volwassene,
3740,BILZEN,LL,Volwassene,
3600,Genk,R,Volwassene,
3621,REKEM,BB,Volwassene,
3600,GENK,R,Volwassene,
3590,DIEPENBEEK,KK,Volwassene,
3590,DIEPENBEEK,KK,Volwassene,
3600,Genk,LL,Volwassene,
3590,DIEPENBEEK,R,Volwassene,
3520,Zonhoven,KK,Volwassene,
3520,ZONHOVEN,KK,Volwassene,
3201,Langdorp,S,Volwassene,
3990,PEER,K,Volwassene,
3600,GENK,LL,Volwassene,
3680,NEEROETEREN,RR,Volwassene,
3680,NEEROETEREN,RR,Volwassene,
3600,GENK,KK,Volwassene,
3600,Genk,KK,Volwassene,
3600,GENK,DD,Volwassene,
3600,GENK,I,Volwassene,
3600,GENK,I,Volwassene,
3640,kinrooi,SS,Volwassene,
3600,GENK,KK,Volwassene,
3600,Genk,KK,Volwassene,
3670,Oudsbergen,MM,Volwassene,
3620,LANAKEN,JJ,Volwassene,
3990,Peer,MM,Volwassene,
3530,Houthalen,EE,Volwassene,
3990,PEER,MM,Volwassene,
3600,Genk,LL,Volwassene,
3550,ZOLDER,LL,Volwassene,
3530,Houthalen,KK,Volwassene,
3530,HOUTHALEN,EE,Volwassene,
3550,ZOLDER,L,Volwassene,
3600,GENK,CL2,Volwassene,
3511,Kuringen,MM,Volwassene,
3650,ROTEM,EE,Volwassene,
3582,KOERSEL,SS,NA Volw.,
3650,ROTEM,EE,Volwassene,
3600,Genk,SS,Volwassene,
3510,Spalbeek,LL,Volwassene,
3830,WELLEN,M,Volwassene,
3950,BOCHOLT,K,Volwassene,
3950,BOCHOLT,K,Volwassene,
3950,BOCHOLT,K,Volwassene,
3550,HEUSDEN,S,Volwassene,
3600,GENK,S,Volwassene,
3600,Genk,NN,Volwassene,
4651,Battice,TT,Volwassene,
3500,HASSELT,TT,Volwassene,
3590,Diepenbeek,KK,Volwassene,
3370,Vertrijk,QQ,Volwassene,
3370,Vertrijk,QQ,Volwassene,
3720,Kortessem,MM,Volwassene,
3990,Peer,MM,Volwassene,
3690,zutendaal,NN,Volwassene,
3670,Oudsbergen,I,Volwassene,
3500,Hasselt,MM,Volwassene,
3511,Kuringen,K,Volwassene,
3500,Hasselt,Z4,Volwassene,
3670,Oudsbergen,MM,Volwassene,
3670,Oudsbergen,MM,Volwassene,
3960,OPITTER,MM,Volwassene,
3950,Bocholt,MM,Volwassene,
3670,Oudsbergen,MM,Volwassene,
3721,Vliermaalroot,EE,Volwassene,
3990,Peer,MM,Volwassene,
8670,Koksijde,L,Minder validen,
3960,OPITTER,R,Volwassene,
3670,Oudsbergen,E,Volwassene,
3770,GENOELSELDEREN,HH,Volwassene,
3700,Tongeren,T,Volwassene,
3590,Diepenbeek,F,Volwassene,
3690,ZUTENDAAL,R,Volwassene,
3960,Opitter,DD,Volwassene,
3530,Houthalen-helchteren,S,Volwassene,
3590,DIEPENBEEK,K,Volwassene,
3590,Diepenbeek,K,Volwassene,
3630,Maasmechelen,F,Volwassene,
3630,maasmechelen,UU,Volwassene,
3550,Heusden,OO,Volwassene,
3520,Zonhoven,MM,Volwassene,
3530,HOUTHALEN,MM,Volwassene,
3740,MUNSTERBILZEN,T,Volwassene,
3960,Bree,E,Volwassene,
3650,ROTEM,E,Volwassene,
3530,Helchteren,G,Volwassene,
3500,HASSELT,TT,Volwassene,
3600,Genk,KK,Volwassene,
3600,Genk,KK,Volwassene,
3200,Aarschot,MM,Volwassene,
3600,GENK,KK,Volwassene,
3690,ZUTENDAAL,EE,Volwassene,
3950,Bocholt,DD,Volwassene,
3950,BOCHOLT,DD,Volwassene,
3950,BOCHOLT,DD,Volwassene,
3550,ZOLDER,PP,Volwassene,
3680,MAASEIK,NN,Volwassene,
3668,NIEL-BIJ-AS,FF,Volwassene,
3600,GENK,B,Volwassene,
3530,Houthalen-Helchteren,K,Volwassene,
3070,Kortenberg,LL,Volwassene,
3960,TONGERLO,E,Volwassene,
3960,TONGERLO,E,Volwassene,
3631,Uikhoven,K,Volwassene,
3620,Lanaken,KK,Volwassene,
3665,As,BB,Volwassene,
3600,GENK,KK,Volwassene,
3730,SINT-HUIBRECHTS-HERN,LL,Volwassene,
3730,SINT-HUIBRECHTS-HERN,LL,Volwassene,
3740,MUNSTERBILZEN,LL,Scheids. +18,
3680,NEEROETEREN,J,Volwassene,
3680,NEEROETEREN,J,Volwassene,
3680,NEEROETEREN,J,Volwassene,
3590,Diepenbeek,F,Volwassene,
2880,WEERT,KK,Volwassene,
3600,GENK,K,Volwassene,
3600,GENK,K,Volwassene,
3650,Dilsen-stokkem,C,Volwassene,
2220,Heist-op-den-berg,FF,Volwassene,
3530,Houthalen,KK,Volwassene,
2220,HEIST-OP-DEN-BERG,FF,Volwassene,
3620,Lanaken,PP,Volwassene,
3690,ZUTENDAAL,TT,Volwassene,
3511,STOKROOIE,JJ,Volwassene,
3530,HOUTHALEN,MM,Volwassene,
3680,Neeroeteren,N,Volwassene,
3650,DILSEN-STOKKEM,N,Volwassene,
3650,Dilsen-Stokkem,KK,Volwassene,
3600,GENK,KK,Volwassene,
3600,GENK,KK,Volwassene,
3600,GENK,KK,Volwassene,
3390,Sint-joris-winge,MM,Volwassene,
3600,GENK,M,Volwassene,
3520,ZONHOVEN,M,Volwassene,
3630,LEUT,KK,Volwassene,
3631,BOORSEM,KK,Volwassene,
3630,LEUT,II,Volwassene,
3200,Aarschot,R,Volwassene,
3740,BILZEN,N,Volwassene,
3930,HAMONT-ACHEL,E,Volwassene,
3960,Bree,E,Volwassene,
3600,GENK,QQ,Volwassene,
3620,Lanaken,CL2,Volwassene,
3600,GENK,QQ,Volwassene,
3600,GENK,FF,Volwassene,
3600,GENK,FF,Volwassene,
3740,HEES,UU,Volwassene,
3600,GENK,II,Volwassene,
3600,GENK,KK,Volwassene,
3600,GENK,KK,Volwassene,
3520,Zonhoven,EE,Volwassene,
3520,Zonhoven,EE,Volwassene,
3520,Zonhoven,EE,Volwassene,
3990,WIJCHMAAL,M,Volwassene,
3660,Oudsbergen,F,Volwassene,
3630,LEUT,L,Volwassene,
3680,Maaseik (Opoeteren),F,Volwassene,
3665,AS,HH,Volwassene,
3980,TESSENDERLO,HH,Volwassene,
3010,Kessel-Lo,HH,Volwassene,
3740,BILZEN,JJ,Volwassene,
3582,KOERSEL,RR,Volwassene,
3668,NIEL-BIJ-AS,EE,Volwassene,
3600,Genk,KK,Volwassene,
3960,BREE,L,Volwassene,
3600,Genk,LL,Volwassene,
3500,Sint-lambrechts-herk,LL,Volwassene,
3600,GENK,LL,Volwassene,
3500,Hasselt,M,Volwassene,
3680,Opoeteren,Z3,Volwassene,
3680,Opoeteren,Z3,Volwassene,
3600,Genk,Z3,Volwassene,
3740,BEVERST,L,Volwassene,
3730,HOESELT,CC,Volwassene,
3960,BREE,DD,Volwassene,
3960,BREE,DD,Volwassene,
3960,Bree,DD,Volwassene,
3583,Paal,GG,Volwassene,
3530,Houthalen,R,Volwassene,
3660,Oudsbergen,LL,Volwassene,
3660,Oudsbergen,LL,Volwassene,
3600,GENK,E,Minder validen,
3630,MECHELEN-AAN-DE-MAAS,L,Volwassene,
3600,GENK,P,Minder validen,
3630,MECHELEN-AAN-DE-MAAS,L,Volwassene,
3550,HEUSDEN,DD,Volwassene,
3520,ZONHOVEN,LL,Volwassene,
3600,Genk,MM,Volwassene,
3600,Genk,M,Volwassene,
3520,Zonhoven,HH,Volwassene,
3590,DIEPENBEEK,BB,Volwassene,
3600,GENK,EE,Volwassene,
3001,Heverlee,NN,Volwassene,
3620,LANAKEN,B,Volwassene,
3990,PEER,B,Scheids. +18,
3600,GENK,BB,Volwassene,
3600,GENK,BB,Volwassene,
3668,NIEL-BIJ-AS,EE,Volwassene,
3600,Genk,FF,Volwassene,
3960,BREE,FF,Volwassene,
3960,BREE,FF,Volwassene,
3960,BREE,FF,Volwassene,
3590,DIEPENBEEK,F,Volwassene,
3590,DIEPENBEEK,F,Volwassene,
3294,Molenstede,K,Volwassene,
3690,ZUTENDAAL,T,Volwassene,
3740,Eigenbilzen,G,Volwassene,
3910,Pelt,G,Volwassene,
3550,ZOLDER,M,Volwassene,
3690,ZUTENDAAL,EE,Volwassene,
3600,Genk,KK,Volwassene,
3640,Kinrooi,OO,Volwassene,
3600,GENK,S,Volwassene,
3600,Genk,S,Volwassene,
9988,Sint-Laureins,KK,Volwassene,
3530,HOUTHALEN,II,Volwassene,
3670,Oudsbergen,GG,Volwassene,
3660,Oudsbergen,T,Volwassene,
3550,Heusden - Zolder,EE,Volwassene,
3550,Heusden - Zolder,EE,Volwassene,
3665,AS,J,Volwassene,
3665,AS,J,Volwassene,
3540,Schulen,P,Volwassene,
3900,OVERPELT,E,Volwassene,
3660,Oudsbergen,MM,Volwassene,
3660,Oudsbergen,JJ,Volwassene,
3600,GENK,OO,Volwassene,
3600,GENK,OO,Volwassene,
3530,Helchteren,PP,Volwassene,
3600,GENK,PP,Volwassene,
3600,GENK,HH,Volwassene,
3500,HASSELT,R,Volwassene,
3600,GENK,PP,Minder validen,
3590,DIEPENBEEK,KK,Volwassene,
3680,Maaseik,J,Volwassene,
3670,Oudsbergen,G,Volwassene,
3670,Oudsbergen,G,Volwassene,
3600,GENK,O,Volwassene,
3660,Oudsbergen,NN,Volwassene,
2322,Minderhout,TT,Volwassene,
3600,GENK,LL,Volwassene,
3600,Genk,LL,Volwassene,
3600,Genk,LL,Volwassene,
3990,GROTE-BROGEL,G,Volwassene,
3630,Mechelen-aan-de-maas,I,Volwassene,
3630,Mechelen-aan-de-maas,I,Volwassene,
3740,Bilzen,OO,Volwassene,
3500,Hasselt,OO,Volwassene,
3500,HASSELT,K,Volwassene,
3740,MUNSTERBILZEN,Z6,Volwassene,
3520,ZONHOVEN,S,Volwassene,
3650,DILSEN-STOKKEM,M,Volwassene,
3600,Genk,O,Volwassene,
3690,Zutendaal,L,Volwassene,
3740,BEVERST,L,Volwassene,
3620,LANAKEN,L,Volwassene,
3690,ZUTENDAAL,L,Scheids. +18,
3600,GENK,EE,Volwassene,
3690,ZUTENDAAL,L,Volwassene,
3600,GENK,EE,Volwassene,
3740,HEES,L,Volwassene,
3500,Hasselt,KK,Volwassene,
3665,AS,L,Volwassene,
3600,GENK,L,Volwassene,
3690,ZUTENDAAL,L,Volwassene,
3620,LANAKEN,L,Volwassene,
3590,DIEPENBEEK,L,Volwassene,
3620,NEERHAREN,NN,Volwassene,
3690,ZUTENDAAL,L,Volwassene,
3620,Lanaken,NN,Volwassene,
3520,ZONHOVEN,FF,Volwassene,
3600,GENK,GG,Volwassene,
3690,Zutendaal,L,Volwassene,
3690,ZUTENDAAL,L,Volwassene,
3590,DIEPENBEEK,RR,Volwassene,
3690,ZUTENDAAL,KK,Volwassene,
3690,Zutendaal,L,Volwassene,
3690,ZUTENDAAL,L,Volwassene,
3680,Neeroeteren,GG,Volwassene,
3680,Neeroeteren,S,Volwassene,
3680,Neeroeteren,S,Volwassene,
3550,ZOLDER,L,Volwassene,
3600,GENK,L,Volwassene,
3665,As,FF,Volwassene,
3690,Zutendaal,L,Volwassene,
3530,Helchteren,CL4,Volwassene,
3530,Helchteren,CL4,Volwassene,
3690,ZUTENDAAL,L,Volwassene,
3740,Bilzen,LL,Volwassene,
3530,Helchteren,FF,Volwassene,
3950,Bocholt,MM,Volwassene,
3630,Mechelen-aan-de-maas,L,Volwassene,
3630,MECHELEN-AAN-DE-MAAS,L,Volwassene,
3620,Lanaken,OO,Volwassene,
3690,ZUTENDAAL,L,Volwassene,
3740,BILZEN,L,Volwassene,
3630,EISDEN,L,Volwassene,
3630,Mechelen-aan-de-maas,L,Volwassene,
3690,ZUTENDAAL,L,Minder validen,
3680,MAASEIK,GG,Volwassene,
3500,Hasselt,MM,Volwassene,
3690,zutendaal,PP,Volwassene,
3960,Gerdingen,HH,Volwassene,
3600,Genk,PP,Volwassene,
3668,NIEL-BIJ-AS,EE,Volwassene,
3530,HELCHTEREN,FF,Volwassene,
3746,HOELBEEK,OO,Volwassene,
3500,Hasselt,EE,Volwassene,
3520,Zonhoven,EE,Volwassene,
3500,Hasselt,TT,NA Volw.,
3680,NEEROETEREN,QQ,Volwassene,
3680,NEEROETEREN,QQ,Volwassene,
3680,NEEROETEREN,QQ,Volwassene,
3680,NEEROETEREN,QQ,Volwassene,
3680,NEEROETEREN,QQ,Volwassene,
3600,GENK,G,Volwassene,
3140,Keerbergen,NN,Volwassene,
3740,BEVERST,OO,Volwassene,
3960,BREE,NN,Volwassene,
3680,MAASEIK,Q1,Volwassene,
3665,AS,S,Volwassene,
3600,GENK,PP,Volwassene,
3600,GENK,PP,Volwassene,
3690,Zutendaal,NN,Volwassene,
3630,Opgrimbie,NN,Volwassene,
3600,GENK,GG,Volwassene,
3530,HOUTHALEN,F,Volwassene,
3600,GENK,OO,Volwassene,
3600,GENK,OO,Volwassene,
3600,GENK,OO,Volwassene,
3600,GENK,OO,Volwassene,
3600,GENK,OO,Volwassene,
3680,Neeroeteren,LL,Volwassene,
3530,HOUTHALEN,OO,Volwassene,
3582,Koersel,UU,Volwassene,
3680,OPOETEREN,FF,Volwassene,
3650,Lanklaar,GG,Volwassene,
3650,LANKLAAR,GG,Volwassene,
2235,Westmeerbeek,S,Volwassene,
3970,LEOPOLDSBURG,MM,Volwassene,
3680,Neeroeteren,R,Volwassene,
3500,HASSELT,KK,Volwassene,
3500,HASSELT,KK,Volwassene,
3500,HASSELT,KK,Jongeren -18,
3740,MUNSTERBILZEN,T,Volwassene,
3740,Munsterbilzen,CC,Volwassene,
3500,HASSELT,CC,Volwassene,
3940,EKSEL,GG,Volwassene,
3990,Peer,GG,Volwassene,
3940,EKSEL,GG,Volwassene,
3000,LEUVEN,GG,Volwassene,
3600,GENK,KK,Volwassene,
3650,Dilsen-stokkem,MM,Volwassene,
3650,Dilsen-stokkem,MM,Volwassene,
3500,Hasselt,P,Volwassene,
3550,Bolderberg,JJ,Volwassene,
3540,HERK-DE-STAD,JJ,Volwassene,
3700,Riksingen,NN,Volwassene,
3290,SCHAFFEN,KK,Volwassene,
3530,HELCHTEREN,KK,Volwassene,
3530,HELCHTEREN,KK,Volwassene,
3650,Dilsen-stokkem,FF,Volwassene,
3510,Kermt,Z5,Scheids. +18,
3630,OPGRIMBIE,K,Volwassene,
3930,ACHEL,G,Volwassene,
3600,GENK,CL1,Volwassene,
3600,GENK,H,Volwassene,
3668,NIEL-BIJ-AS,OO,Volwassene,
3990,PEER,EE,Volwassene,
3650,Stokkem,C,Volwassene,
3600,GENK,CL3,Volwassene,
3600,GENK,CL3,Volwassene,
8560,GULLEGEM,N,Volwassene,
3580,BERINGEN,N,Volwassene,
3500,HASSELT,PP,Scheids. +18,
3660,Oudsbergen,I,Volwassene,
3690,ZUTENDAAL,TT,NA Volw.,
3960,Bree,R,Volwassene,
3960,OPITTER,UU,Volwassene,
3600,Genk,NN,Volwassene,
3530,HOUTHALEN,R,Volwassene,
3600,Genk,NN,Volwassene,
3600,GENK,NN,Minder validen,
3550,ZOLDER,PP,Volwassene,
3600,GENK,OO,Volwassene,
3670,Oudsbergen,O,Volwassene,
3690,ZUTENDAAL,GG,Volwassene,
3740,Bilzen,HH,Volwassene,
3530,Houthalen,N,Volwassene,
3690,ZUTENDAAL,NN,Volwassene,
3600,Genk,NN,Volwassene,
3600,Genk,NN,Volwassene,
3770,ZICHEN-ZUSSEN-BOLDER,JJ,Volwassene,
3680,Opoeteren,CC,Volwassene,
3680,Maaseik,H,Volwassene,
3680,Maaseik,H,Volwassene,
3600,GENK,KK,Volwassene,
3640,Kinrooi,RR,Volwassene,
3680,NEEROETEREN,RR,Volwassene,
3500,HASSELT,QQ,Volwassene,
3600,Genk,JJ,Volwassene,
3500,Hasselt,RR,Volwassene,
3600,GENK,CL1,Volwassene,
3600,GENK,CL1,Volwassene,
3830,Wellen,E,Volwassene,
3590,Diepenbeek,E,Volwassene,
3840,JESSEREN,RR,Volwassene,
3990,Peer,TT,Volwassene,
3583,Paal,EE,Volwassene,
3510,Spalbeek,GG,Volwassene,
3990,GROTE-BROGEL,G,Volwassene,
3900,Pelt,S,Volwassene,
3630,MAasmechelen,LL,Volwassene,
3500,HASSELT,FF,Volwassene,
3570,ALKEN,FF,Volwassene,
3570,ALKEN,FF,Volwassene,
3621,REKEM,M,Volwassene,
3680,Neeroeteren-Maaseik,HH,Volwassene,
3583,Paal,JJ,Volwassene,
3560,Meldert,JJ,Volwassene,
3600,GENK,T,NA Volw.,
3600,GENK,PP,Volwassene,
3600,GENK,QQ,NA Volw.,
3660,Oudsbergen,GG,Volwassene,
3020,Herent,RR,Volwassene,
3722,WINTERSHOVEN,N,Volwassene,
3980,TESSENDERLO,HH,Volwassene,
3550,HEUSDEN,HH,Volwassene,
3511,Kuringen,GG,Volwassene,
3840,HAREN,RR,Volwassene,
3740,Bilzen,CL2,Volwassene,
3600,Genk,BAOW,Minder validen,
3740,BILZEN,LL,Volwassene,
3511,Kuringen,TT,Volwassene,
3550,Heusden,F,Volwassene,
3740,BEVERST,PP,Volwassene,
3740,MUNSTERBILZEN,PP,Volwassene,
3530,HOUTHALEN,OO,NA Volw.,
3530,HOUTHALEN,OO,Volwassene,
3590,DIEPENBEEK,NN,Volwassene,
3511,KURINGEN,QQ,Scheids. +18,
3500,HASSELT,L,Volwassene,
3800,Sint-truiden,OO,Volwassene,
3500,HASSELT,RR,Volwassene,
3680,Neeroeteren,D,Volwassene,
3590,DIEPENBEEK,C,Volwassene,
2100,Deurne,MM,NA Volw.,
3600,GENK,OO,Volwassene,
3690,Zutendaal,OO,Volwassene,
3680,Maaseik,II,Volwassene,
3600,GENK,DD,Scheids. +18,
3665,AS,DD,Minder validen,
3690,Zutendaal,NN,Volwassene,
3600,GENK,CC,Volwassene,
3600,GENK,CC,Volwassene,
3600,GENK,NN,Volwassene,
3530,HELCHTEREN,J,Volwassene,
3680,Maaseik,O,Volwassene,
3920,LOMMEL,I,Volwassene,
3670,Oudsbergen,OO,Volwassene,
3990,PEER,D,Volwassene,
3540,Schulen,PP,Volwassene,
3540,Schulen,PP,Volwassene,
3600,Genk,DD,Volwassene,
3600,Genk,DD,Volwassene,
3520,ZONHOVEN,NN,Volwassene,
2650,EDEGEM,T,Volwassene,
3640,KESSENICH,CC,Volwassene,
3570,ALKEN,SS,Volwassene,
3600,GENK,J,Volwassene,
3111,WEZEMAAL,J,Volwassene,
3020,WINKSELE,J,Volwassene,
3740,Munsterbilzen,Q1,Volwassene,
3740,Bilzen,Q1,Volwassene,
3665,As,R,Volwassene,
3665,As,T,Volwassene,
3990,PEER,DD,Volwassene,
3990,PEER,DD,Volwassene,
3665,AS,B,Volwassene,
3950,Bocholt,PP,Volwassene,
3950,Bocholt,PP,Volwassene,
3650,Lanklaar,EE,Volwassene,
3550,Heusden-Zolder,EE,Volwassene,
3690,ZUTENDAAL,OO,Volwassene,
3520,Zonhoven,LL,Volwassene,
3665,As,C,Volwassene,
3600,genk,R,Volwassene,
3670,Oudsbergen,GG,Volwassene,
3680,Maaseik,GG,Volwassene,
3680,Maaseik,GG,Volwassene,
3600,GENK,LL,Volwassene,
3600,Genk,QQ,Volwassene,
3520,Zonhoven,LL,Volwassene,
3600,GENK,CC,Volwassene,
3600,GENK,CC,Volwassene,
3620,VELDWEZELT,S,Volwassene,
3680,Neeroeteren,N,Volwassene,
3680,Neeroeteren,N,Volwassene,
3590,Diepenbeek,MM,Volwassene,
3660,Oudsbergen,J,Volwassene,
3600,GENK,DD,Volwassene,
3660,Oudsbergen,CC,Volwassene,
3930,HAMONT,H,Scheids. +18,
3660,Oudsbergen,CC,Volwassene,
3680,Neeroeteren,UU,Volwassene,
3746,HOELBEEK,CC,Volwassene,
2440,GEEL,K,Volwassene,
2440,GEEL,K,Volwassene,
3500,Hasselt,LL,Volwassene,
3980,Tessenderlo,Q1,Volwassene,
